x,y
1624,1257
1627,1259
1627,1259
1627,1259
1631,1261
1631,1261
1635,1265
1635,1265
1640,1269
1640,1269
1645,1273
1645,1273
1645,1273
1650,1278
1655,1284
1655,1284
1655,1284
1662,1289
1662,1289
1670,1298
1670,1298
1678,1305
1678,1305
1685,1311
1685,1311
1693,1318
1693,1318
1703,1324
1703,1324
1711,1331
1711,1331
1720,1336
1720,1336
1720,1336
1727,1342
1727,1342
1735,1346
1735,1346
1740,1349
1740,1349
1744,1352
1744,1352
1746,1353
1746,1353
1748,1354
1748,1354
1748,1354
1748,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1354
1749,1355
1749,1355
1749,1356
1749,1356
1749,1358
1749,1358
1749,1359
1749,1359
1747,1362
1747,1362
1744,1364
1744,1364
1740,1370
1740,1370
1736,1372
1736,1372
1731,1377
1731,1377
1724,1382
1724,1382
1724,1382
1716,1388
1716,1388
1708,1394
1708,1394
1700,1400
1700,1400
1691,1404
1691,1404
1681,1410
1671,1415
1671,1415
1663,1418
1663,1418
1663,1418
1658,1421
1658,1421
1653,1423
1649,1424
1649,1424
1646,1425
1646,1425
1646,1425
1644,1425
1642,1425
1642,1425
1641,1425
1641,1425
1640,1425
1640,1425
1639,1425
1639,1425
1639,1425
1639,1425
1637,1425
1637,1425
1635,1425
1630,1423
1630,1423
1628,1422
1628,1422
1626,1421
1626,1421
1625,1421
1625,1421
1624,1421
1624,1421
1622,1420
1622,1420
1622,1420
1622,1420
1620,1419
1620,1419
1619,1419
1619,1419
1616,1418
1616,1418
1613,1417
1613,1417
1611,1417
